name,category,price,color,sizes,details,style,about,picture,web
Veronica Beard,Olympia Sandals,$315.00,Pink/Red,['37'],"['Leather: Calfskin', 'Metallic leather', 'Quilted crisscross straps', 'Pumps', 'Stiletto heel', 'Buckle at ankle', 'Open toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",VBEAR30951,"Sisters-in-law Veronica Miele Beard and Veronica Swanson Beard combined their backgrounds in finance and fashion to launch Veronica Beard in fall 2010. From the start of their friendship, they endlessly brainstormed ideas and inspirations, coming back again and again to the concept of simplifying high style into a uniform. They developed a now-iconic jacket that kickstarted the label, which has since evolved into a full ready-to-wear collection in which every item is a vital part of a woman's wardrobe.                            See all  Veronica Beard reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vbear/vbear3095112822/vbear3095112822_q5_2-0._UX357_QL90_.jpg,https://www.shopbop.com//olympia-sandals-veronica-beard/vp/v=1/1539534857.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12822
Maryam Nassir Zadeh,Olympia Wedge Sandals,$310.80,Gold,"['40', '41']","['Fabric: Clear PVC', 'Basket weave detail', 'Mules', 'Wedge heel', 'Open toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",MZADE30155,"After graduating from the Rhode Island School of Design at 22, designer Maryam Nassir Zadeh launched her first clothing line in Los Angeles. Wanting to learn more about technical design, she moved to NYC in 2006 to take an intensive course in fashion studies at Parsons, and in 2008 she opened her brick-and-mortar boutique. Maryam Nassir Zadeh shoes and sandals evoke a simplicity of style that is original and classic?”and well on its way to becoming an icon of modern street style.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mzade/mzade3015511739/mzade3015511739_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//olympia-wedge-maryam-nassir-zadeh/vp/v=1/1522215430.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11739
Maryam Nassir Zadeh,Olympia Wedges,$221.50,Electric Blue,"['35.5', '36', '36.5', '37', '37.5', '38', '38.5', '39.5', '40']","['Fabric: Clear PVC', 'Leather: Calfskin', 'Leather-covered heel', 'Mules', 'Wedge heel', 'Open toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",MZADE30123,"After graduating from the Rhode Island School of Design at 22, designer Maryam Nassir Zadeh launched her first clothing line in Los Angeles. Wanting to learn more about technical design, she moved to NYC in 2006 to take an intensive course in fashion studies at Parsons, and in 2008 she opened her brick-and-mortar boutique. Maryam Nassir Zadeh shoes and sandals evoke a simplicity of style that is original and classic?”and well on its way to becoming an icon of modern street style.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mzade/mzade3012314794/mzade3012314794_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//olympia-wedge-maryam-nassir-zadeh/vp/v=1/1574648676.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=14794
Maryam Nassir Zadeh,Olympia Wedge,$443.00,Auburn Snake,"['36', '37', '38.5', '39']","['Fabric: PVC', 'Leather lining', 'Snake-embossed heel', 'Slide sandals', 'Wedge heel', 'Open toe', 'Rubber heel patch at leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",MZADE30176,"After graduating from the Rhode Island School of Design at 22, designer Maryam Nassir Zadeh launched her first clothing line in Los Angeles. Wanting to learn more about technical design, she moved to NYC in 2006 to take an intensive course in fashion studies at Parsons, and in 2008 she opened her brick-and-mortar boutique. Maryam Nassir Zadeh shoes and sandals evoke a simplicity of style that is original and classic?”and well on its way to becoming an icon of modern street style.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mzade/mzade3017614bd6/mzade3017614bd6_q2_2-0._UX357_QL90_.jpg,https://www.shopbop.com//olympia-wedge-maryam-nassir-zadeh/vp/v=1/1573842165.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=14BD6
Pedro Garcia,Onara Boots,$775.00,Black Velour,"['36', '37', '38.5', '40']","['Leather: Cowhide suede', 'Knee-high boots', 'Wedge heel', 'Pointed toe', 'Rubber sole', 'Made in Spain', 'This item cannot be gift-boxed']",PEDRO40408,"Shoe label Pedro Garcia is built on a foundation of exquisite quality and painstaking craftsmanship, drawing knowledge from three generations in the footwear business. Grounded, but driven by a love of design, Pedro Garcia footwear offers striking juxtapositions in every pair, creating refined silhouettes with deliberately rough-hewn finishes. Glamorous details give Pedro Garcia shoes an eclectic, sophisticated edge that has become the brand?™s trademark. Manufactured exclusively in Elda, Spain, Pedro Garcia aims for positive, ethical production and has a strong commitment to the local environment.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/pedro/pedro404081568e/pedro404081568e_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//onara-boot-pedro-garcia/vp/v=1/1566863425.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1568E
Converse,One Star Ox Sneakers,$75.00,White,"['6', '6.5', '7', '8.5', '9', '10']","['Leather: Cowhide', 'Canvas star', 'Textured suede', 'Padded insole', 'Low tops', 'Lace-up at top', 'Rounded toe', 'Rubber sole', 'Imported, Vietnam', 'This item cannot be gift-boxed']",CNVSM30598,"Since their introduction in 1923, Converse?™s Chuck Taylor All Star sneakers have evolved into a global symbol of originality and individuality. Named for professional basketball player Chuck Taylor, this iconic shoe began to find its way into popular culture in the 1940s when America?™s youth began sporting their ?œChucks??off the court. Nearly a century and more than 750 million shoes later, Chucks have become shorthand for a distinctly American brand of unstudied cool.                            See all  Converse reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cnvsm/cnvsm30598102ca/cnvsm30598102ca_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//one-star-sneakers-converse/vp/v=1/1538526303.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=102CA
Converse,One Star Sandals,$40.00,Black/White,['5.5'],"['Leather: Cowhide', 'Crisscross padded straps', 'Cutout signature star accent', 'Contrast topsitching detail', 'Foam cushioned footbed', 'Textured outsole', 'Slide sandals', 'Ankle length', 'Flat profile', 'Open toe', 'Rubber sole', 'Imported, Vietnam', 'This item cannot be gift-boxed']",CNVSM30669,"Since their introduction in 1923, Converse?™s Chuck Taylor All Star sneakers have evolved into a global symbol of originality and individuality. Named for professional basketball player Chuck Taylor, this iconic shoe began to find its way into popular culture in the 1940s when America?™s youth began sporting their ?œChucks??off the court. Nearly a century and more than 750 million shoes later, Chucks have become shorthand for a distinctly American brand of unstudied cool.                            See all  Converse reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cnvsm/cnvsm306691138b/cnvsm306691138b_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//one-star-sandals-converse/vp/v=1/1503421705.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1138B
Freda Salvador,Ono Gingham Tie Mules,$113.75,Black/Gingham,['9'],"['Leather: Calfskin', 'Gingham bow', 'Polished grommets', 'Mules', 'Flat profile', 'Rubber heel patch at leather sole', 'Made in Spain', 'This item cannot be gift-boxed']",FSALV30133,"Freda Salvador was launched in 2012 in California by designers Cristina Palomo Nelson and Megan Papay, who met while working together for a fashion comfort footwear brand. There, they learned the art of designing women's shoes to achieve the perfect fit, but felt the fashion fell short. Craving a true combination of fashion and comfort, they launched Freda Salvador footwear. As a team, Cristina and Megan constantly refine their art to deliver only the type of shoes they would love to wear themselves.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/fsalv/fsalv30133117fc/fsalv30133117fc_q2_2-0._UX357_QL90_.jpg,https://www.shopbop.com//ono-gingham-tie-mules-freda/vp/v=1/1569801551.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=117FC
Ash,Ono Loafers,$280.00,Black,"['35', '36', '37', '38', '39', '40', '41']","['Leather: Sheepskin', 'Allover silver-tone stud embellishment', 'Padded footbed', 'Leather lining', 'Loafers', 'Flat profile', 'Square toe', 'Man-made sole', 'Imported, China', 'This item cannot be gift-boxed']",ASHUS41178,"Established in Europe in 2000, designer Patrick Ithier's Ash is sophisticated and chic. Always keeping with classic, European design, Ash flirts with the boundary between refined elegance and on-trend precision. Well-designed and well-made, Ash shoes are like a Chanel suit: they'll remain a wardrobe staple for years.                            See all  Ash reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ashus/ashus411781071c/ashus411781071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//ono-loafer-ash/vp/v=1/1555982718.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Alexandre Birman,Open Evelyn 60mm Mules,$312.50,Light Sand,"['35.5', '36', '36.5', '37', '39', '41']","['Fabric: Tweed', 'Metallic threads', 'Mules', 'Chunky heel', 'Open toe', 'Rubber heel patch at leather sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",ALBIR30087,"Alexandre Birman was destined to make beautiful shoes. The Brazil native was born into a family that has dominated the South American footwear market since the '70s. Today, the Birman family's stable includes Schutz footwear and Alexandre's own namesake label. As the designer says, ?œI was raised in a shoe factory, and that?™s the story of my life!"" He designed his first pair at the age of 12, and, upon launching the Alexandre Birman shoe collection, he landed a designer profile in Vogue. Today, Alexandre Birman sandals and booties are the definition of allure and pure luxury?”and they most definitely belong in your wardrobe.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/albir/albir3008713718/albir3008713718_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//open-evelyn-60mm-mule-alexandre/vp/v=1/1585617460.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=13718
GANNI,Open Shaft Boots,$585.00,Black,"['36', '37', '39', '40', '41']","['Leather: Goatskin', 'Open  back', 'Slanted heel', 'Three buckle fasten clasps', 'Boots', 'Chunky heel', 'Leather sole', 'Made in Portugal', 'This item cannot be gift-boxed']",GANNI30689,"Currently helmed by creative director Ditte Reffstrup, the Danish brand GANNI was launched in 2000, and has become a driving force in international fashion, with flagship stores in Denmark, Norway, Germany, and the United Kingdom. Eschewing the overstated and trendy, GANNI focuses on crafting the timeless apparel that forms the bedrock of any style-conscious wardrobe, from slouchy knits to elegant party dresses. GANNI?™s commitment to design and craftsmanship have earned the brand many accolades and awards, including Brand of the Year at the Danish Elle Style Awards in 2014.                            See all  GANNI reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ganni/ganni306891071c/ganni306891071c_q4_2-0._UX357_QL90_.jpg,https://www.shopbop.com//open-shaft-boot-ganni/vp/v=1/1599523701.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Soludos,Open Toe Platform Espadrilles,$66.50,Blush,"['5.5', '6', '6.5', '7', '8', '8.5', '9', '10', '11']","['Fabric: Canvas', 'Braided jute sidewall', 'Espadrilles', 'Platform profile', 'Tie at ankle', 'Open toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",SOLUD40839,"Based on the traditional espadrilles that have been sold in the markets and on the beaches of the Mediterranean for centuries, Soludos shoes have long been treasured for their classic style, comfort, and flexibility. The natural, eco-friendly jute sole and the cotton upper create a shoe that breathes with every step, making Soludos espadrilles perfect for the beach, the city, and everywhere in between.                            See all  Soludos reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/solud/solud4083912816/solud4083912816_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//open-toe-platform-espadrilles-soludos/vp/v=1/1590298018.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12816
Aquazzura,Optic 85mm Mules,$595.00,Powder Pink,"['36', '37.5', '38', '38.5', '39']","['Leather: Kidskin', 'Clear vinyl panel', 'Buckle strap', 'Slide sandals', 'Stiletto heel', 'Pointed toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",AQUDB30634,"Columbian-born designer Edgardo Osorio?™s luxe aesthetic and eye for detail have come to life in the Aquazzura footwear collection. After studying at the London College of Fashion and Central Saint Martins, Osorio made his way into the world of fashion footwear with stints at luxury labels such as Roberto Cavalli and Salvatore Ferragamo. Today, Osorio?™s passion for classic silhouettes and modern sophistication shows in every pair of Aquazzura shoes.                            See all  Aquazzura reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/aqudb/aqudb3063411450/aqudb3063411450_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//optic-mule-aquazzura/vp/v=1/1500362366.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11450
Hunter Boots,Original Back Adjustable Boots,$160.00,Navy,"['5', '6', '7', '8', '9', '10']",null,null,"Founded in 1856 to combat Scotland's rugged terrain and unpredictable weather, Hunter Boots has grown to provide footwear to people as diverse as World War soldiers, the British royal family, and modern fashionistas. The iconic Hunter wellie boot has been produced continuously since 1955, and has been spotted on fab festival-goers like Kate Moss. Made with top-secret technology and the best new materials, Hunter boots always aim for fit, comfort, durability, and performance.                            See all  Hunter Boots reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/hunts/hunts2012412560/hunts2012412560_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//original-back-adjustable-boot-hunter/vp/v=1/1586895826.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12560
